Name,SetId,Number
"Roselia","","2"
"Roselia","","3"
"Roselia","","14"
"Roserade","","14"
"Roserade","","15"
"Roserade","","13"
"Roserade","","17"
"Roserade","","23"
"Roserade","","81"
"Roserade","","5"
"Roserade","","9"
"Roserade","","4"
"Roserade","","TG02"
"Roserade C","","40"
"Roserade GL","","12"
"Roto-Stick","","127"
"Rotom","","49"
"Rotom","","7"
"Rotom","","13"
"Rotom","","20"
"Rotom","","92"
"Rotom","","82"
"Rotom","","5"
"Rotom","","86"
"Rotom","","50"
"Rotom","","40"
"Rotom","","69"
"Rotom","","70"
"Rotom","","77"
"Rotom","","197"
"Rotom","","61"
"Rotom","","53"
"Rotom","","34"
"Rotom","","SV038"
"Rotom","","94"
"Rotom","","24"
"Rotom","","29"
"Rotom Bike","","181"
"Rotom Bike","","63"
"Rotom Dex","","131"
"Rotom Dex","","159"
"Rotom Dex Poké Finder Mode","","122"
"Rotom ex","","29"
"Rotom ex","","111"
"Rotom ex","","126"
"Rotom Phone","","64"
"Rotom V","","58"
"Rotom V","","176"
"Rotom V","","177"
"Rotom V","","45"
"Rotom V","","SWSH257"
"Rotom VSTAR","","46"
"Rough Seas","","137"
"Rowlet","","1"
"Rowlet","","7"
"Rowlet","","2"
"Rowlet","","9"
"Rowlet","","17"
"Rowlet","","18"
"Rowlet","","SV2"
"Rowlet","","SM01"
"Rowlet","","SM22"
"Rowlet","","SM153"
"Rowlet","","13"
"Rowlet","","3"
"Rowlet","","19"
"Rowlet","","11"
"Rowlet","","6"
"Rowlet","","SV001"
"Rowlet","","SWSH220"
"Rowlet & Alolan Exeggutor-GX","","1"
"Rowlet & Alolan Exeggutor-GX","","214"
"Rowlet & Alolan Exeggutor-GX","","215"
"Rowlet & Alolan Exeggutor-GX","","237"
"Roxanne","","150"
"Roxanne","","188"
"Roxanne","","206"
"Roxanne","","GG66"
"Roxie","","205"
"Rubber Gloves","","156"
"Ruffian","","157"
"Ruffian","","181"
"Rufflet","","86"
"Rufflet","","87"
"Rufflet","","111"
"Rufflet","","115"
"Rufflet","","177"
"Rufflet","","152"
"Rufflet","","131"
"Rufflet","","148"
"Rufflet","","136"
"Rufflet","","92"
"Rufflet","","129"
"Rufflet","","77"
"Rufflet","","154"
"Rugged Helmet","","152"
"Rugged Helmet","","228"
"Ruin Wall","","74"
"Ruins of Alph","","76"
"Rusted Shield","","61"
"Rusted Sword","","62"
"Ryme","","194"
"Ryme","","221"
"Sableye","","61"
"Sableye","","62"
"Sableye","","49"
"Sableye","","63"
"Sableye","","48"
"Sableye","","31"
"Sableye","","10"
"Sableye","","22"
"Sableye","","23"
"Sableye","","35"
"Sableye","","59"
"Sableye","","133"
"Sableye","","80"
"Sableye","","88"
"Sableye","","96"
"Sableye","","136"
"Sableye","","184"
"Sableye","","107"
"Sableye","","70"
"Sableye","","105"
"Sableye","","67"
"Sableye","","68"
"Sableye","","44"
"Sableye","","XY92"
"Sableye G","","41"
"Sableye V","","120"
"Sableye V","","194"
"Sabrina","","20"
"Sabrina","","110"
"Sabrina & Brycen","","SM246"
"Sabrina's Abra","","19"
"Sabrina's Abra","","91"
"Sabrina's Abra","","93"
"Sabrina's Abra","","94"
"Sabrina's Alakazam","","16"
"Sabrina's Drowzee","","92"
"Sabrina's Drowzee","","95"
"Sabrina's ESP","","117"
"Sabrina's Gastly","","93"
"Sabrina's Gastly","","96"
"Sabrina's Gastly","","97"
"Sabrina's Gaze","","125"
"Sabrina's Gengar","","14"
"Sabrina's Gengar","","29"
"Sabrina's Golduck","","30"
"Sabrina's Haunter","","58"
"Sabrina's Haunter","","55"
"Sabrina's Hypno","","56"
"Sabrina's Jynx","","59"
"Sabrina's Jynx","","57"
"Sabrina's Kadabra","","58"
"Sabrina's Mr. Mime","","94"
"Sabrina's Mr. Mime","","59"
"Sabrina's Porygon","","98"
"Sabrina's Psychic Control","","121"
"Sabrina's Psyduck","","99"
"Sabrina's Slowbro","","60"
"Sabrina's Slowpoke","","95"
"Sabrina's Suggestion","","65"
"Sabrina's Suggestion","","154"
"Sabrina's Suggestion","","181"
"Sabrina's Venomoth","","34"
"Sabrina's Venonat","","96"
"Sacred Ash","","168"
"Sacred Ash","","96"
"Sacred Charm","","93"
"Sacred Charm","","122"
"Saffron City Gym","","122"
"Sage's Training","","85"
"Sage's Training","","77"
"Saguaro","","187"
"Saguaro","","255"
"Saguaro","","270"
"Sail Fossil","","98"
"Salamence","","64"
"Salamence","","18"
"Salamence","","24"
"Salamence","","8"
"Salamence","","10"
"Salamence","","19"
"Salamence","","106"
"Salamence","","SM140"
"Salamence","","109"
"Salamence","","57"
"Salamence","","XY59"
"Salamence ex","","96"
"Salamence ex","","103"
"Salamence ex","","114"
"Salamence ex","","177"
"Salamence ex","","187"
"Salamence ex δ","","98"
"Salamence LV.X","","98"
"Salamence Spirit Link","","XY172"
"Salamence V","","143"
"Salamence V","","185"
"Salamence VMAX","","144"
"Salamence VMAX","","194"
"Salamence δ","","14"
"Salamence-EX","","XY170"
"Salamence-GX","","44"
"Salamence-GX","","73"
"Salamence-GX","","SM139"
"Salandit","","34"
"Salandit","","30"
"Salandit","","33"
"Salandit","","98"
"Salandit","","15"
"Salandit","","46"
"Salandit","","25"
"Salandit","","13"
"Salandit","","SM154"
"Salandit","","139"
"Salandit","","23"
"Salandit","","27"
"Salazzle","","35"
"Salazzle","","224"
"Salazzle","","31"
"Salazzle","","34"
"Salazzle","","99"
"Salazzle","","16"
"Salazzle","","47"
"Salazzle","","26"
"Salazzle","","14"
"Salazzle","","SM73"
"Salazzle","","140"
"Salazzle","","24"
"Salazzle","","28"
"Salazzle-GX","","25"
"Salazzle-GX","","132"
"Salazzle-GX","","151"
"Salazzle-GX","","SM63"
"Salvatore","","160"
"Salvatore","","202"
"Salvatore","","212"
"Samson Oak","","185"
"Samurott","","31"
"Samurott","","32"
"Samurott","","39"
"Samurott","","41"
"Samurott","","BW22"
"Samurott","","23"
"Samurott","","107"
"Samurott","","35"
"Sandaconda","","120"
"Sandaconda","","109"
"Sandaconda","","110"
"Sandaconda","","SV071"
"Sandaconda","","82"
"Sandaconda V","","108"
"Sandaconda V","","184"
"Sandaconda V","","89"
"Sandaconda V","","175"
"Sandaconda V","","252"
"Sandaconda VMAX","","90"
"Sandaconda VMAX","","206"
"Sandile","","63"
"Sandile","","60"
"Sandile","","64"
"Sandile","","68"
"Sandile","","8"
"Sandile","","83"
"Sandile","","113"
"Sandile","","114"
"Sandile","","115"
"Sandile","","216"
"Sandile","","111"
"Sandile","","107"
"Sandile","","69"
"Sandile","","56"
"Sandile","","57"
"Sandile","","135"
"Sandshrew","","62"
"Sandshrew","","91"
"Sandshrew","","78"
"Sandshrew","","96"
"Sandshrew","","92"
"Sandshrew","","82"
"Sandshrew","","75"
"Sandshrew","","74"
"Sandshrew","","79"
"Sandshrew","","68"
"Sandshrew","","124"
"Sandshrew","","83"
"Sandshrew","","27"
"Sandshrew","","97"
"Sandshrew","","131"
"Sandshrew","","54"
"Sandslash","","41"
"Sandslash","","62"
"Sandslash","","79"
"Sandslash","","61"
"Sandslash","","93"
"Sandslash","","21"
"Sandslash","","29"
"Sandslash","","69"
"Sandslash","","42"
"Sandslash","","84"
"Sandslash","","28"
"Sandslash","","98"
"Sandslash","","132"
"Sandslash","","76"
"Sandslash δ","","27"
"Sandy Shocks","","98"
"Sandy Shocks ex","","108"
"Sandy Shocks ex","","228"
"Sandy Shocks ex","","250"
"Sandy Shocks ex","","56"
"Sandy Shocks ex","","159"
"Sandygast","","74"
"Sandygast","","126"
"Sandygast","","61"
"Sandygast","","95"
"Sandygast","","214"
"Sandygast","","91"
"Sandygast","","90"
"Sandygast","","99"
"Sandygast","","81"
"Sandygast","","125"
"Sawk","","62"
"Sawk","","52"
"Sawk","","59"
"Sawk","","69"
"Sawk","","49"
"Sawk","","130"
"Sawk","","72"
"Sawk","","81"
"Sawsbuck","","14"
"Sawsbuck","","16"
"Sawsbuck","","7"
"Sawsbuck","","92"
"Sawsbuck","","17"
"Sawsbuck","","166"
"Sawsbuck","","12"
"Scatterbug","","5"
"Scatterbug","","6"
"Scatterbug","","8"
"Scatterbug","","11"
"Scatterbug","","15"
"Scatterbug","","13"
"Sceptile","","8"
"Sceptile","","10"
"Sceptile","","11"
"Sceptile","","20"
"Sceptile","","30"
"Sceptile","","31"
"Sceptile","","4"
"Sceptile","","5"
"Sceptile","","10a"
"Sceptile","","9"
"Sceptile ex","","93"
"Sceptile ex δ","","96"
"Sceptile Spirit Link","","80"
"Sceptile-EX","","7"
"Sceptile-EX","","84"
"Sceptile-EX","","XY53"
"Sceptile-GX","","22"
"Sceptile-GX","","196"
"Sceptile-GX","","216"
"Schoolboy","","238"
"Schoolboy","","261"
"Schoolboy","","276"
"Schoolgirl","","239"
"Schoolgirl","","262"
"Schoolgirl","","277"
"Scizor","","33"
"Scizor","","94"
"Scizor","","29"
"Scizor","","25"
"Scizor","","32"
"Scizor","","H21"
"Scizor","","7"
"Scizor","","84"
"Scizor","","10"
"Scizor","","126"
"Scizor","","141"
"Scizor","","205"
"Scizor","","191"
"Scizor","","86"
"Scizor","","128"
"Scizor E4","","48"
"Scizor ex","","108"
"Scizor ex","","111"
"Scizor ex","","195"
"Scizor Spirit Link","","111"
"Scizor V","","118"
"Scizor V","","183"
"Scizor VMAX","","119"
"Scizor VMAX","","193"
"Scizor-EX","","76"
"Scizor-EX","","119"
"Scizor-GX","","90"
"Scizor-GX","","158"
"Scizor-GX","","175"
"Scizor-GX","","SV72"
"Scolipede","","54"
"Scolipede","","40"
"Scolipede","","74"
"Scolipede","","58"
"Scolipede","","117"
"Scolipede","","107"
"Scolipede","","53"
"Scolipede","","56"
"Scolipede","","134"
"Scoop Up","","78"
"Scoop Up","","107"
"Scoop Up","","104"
"Scoop Up Cyclone","","95"
"Scoop Up Cyclone","","162"
"Scoop Up Cyclone","","128"
"Scoop Up Net","","165"
"Scoop Up Net","","207"
"Scorbunny","","16"
"Scorbunny","","26"
"Scorbunny","","36"
"Scorbunny","","225"
"Scorbunny","","30"
"Scorbunny","","31"
"Scorbunny","","SV015"
"Scorbunny","","SWSH002"
"Scorbunny","","SWSH071"
"Scorbunny","","SWSH244"
"Scorbunny on the Ball","","4"
"Scorched Earth","","110"
"Scorched Earth","","138"
"Scott","","81"
"Scott","","84"
"Scovillain","","29"
"Scovillain","","202"
"Scovillain","","25"
"Scovillain","","107"
"Scovillain ex","","22"
"Scovillain ex","","37"
"Scovillain ex","","216"
"Scrafty","","69"
"Scrafty","","74"
"Scrafty","","68"
"Scrafty","","86"
"Scrafty","","58"
"Scrafty","","139"
"Scrafty","","138"
"Scrafty","","51"
"Scrafty","","61"
"Scrafty","","42"
"Scrafty","","99"
"Scrafty","","59"
"Scrafty","","67"
"Scraggy","","68"
"Scraggy","","73"
"Scraggy","","67"
"Scraggy","","85"
"Scraggy","","BW25"
"Scraggy","","10"
"Scraggy","","7"
"Scraggy","","134"
"Scraggy","","57"
"Scraggy","","138"
"Scraggy","","137"
"Scraggy","","50"
"Scraggy","","60"
"Scraggy","","41"
"Scraggy","","98"
"Scraggy","","58"
"Scraggy","","66"
"Scramble Energy","","89"
"Scramble Energy","","95"
"Scramble Energy","","10"
"Scramble Switch","","129"
"Scramble Switch","","186"
"Scream Tail","","86"
"Scream Tail","","77"
"Scream Tail","","42"
"Scream Tail","","65"
"Scream Tail ex","","94"
"Scream Tail ex","","197"
"Scyther","","10"
"Scyther","","26"
"Scyther","","17"
"Scyther","","45"
"Scyther","","4"
"Scyther","","7"
"Scyther","","46"
"Scyther","","49"
"Scyther","","57"
"Scyther","","106"
"Scyther","","29"
"Scyther","","36"
"Scyther","","65"
"Scyther","","55"
"Scyther","","130"
"Scyther","","5"
"Scyther","","3"
"Scyther","","SV1"
"Scyther","","123"
"Scyther","","95"
"Scyther","","1"
"Scyther","","6"
"Scyther ex","","102"
"Sea of Nothingness","","99"
"Seadra","","42"
"Seadra","","63"
"Seadra","","19"
"Seadra","","70"
"Seadra","","58"
"Seadra","","39"
"Seadra","","40"
"Seadra","","48"
"Seadra","","30"
"Seadra","","17"
"Seadra","","117"
"Seadra","","31"
"Seadra","","11"
"Seadra","","36"
"Seadra","","32"
"Seadra δ","","52"
"Seadra δ","","22"
"Seadra δ","","37"
"Seaking","","46"
"Seaking","","60"
"Seaking","","62"
"Seaking","","59"
"Seaking","","21"
"Seaking","","24"
"Seaking","","37"
"Seaking","","43"
"Seaking","","49"
"Seaking","","119"
"Seaking","","45"
"Seaking","","47"
"Seaking","","28"
"Sealeo","","30"
"Sealeo","","62"
"Sealeo","","43"
"Sealeo","","37"
"Sealeo","","47"
"Sealeo","","77"
"Sealeo","","51"
"Sealeo","","44"
"Sealeo","","38"
"Sealeo","","25"
"Secret Box","","163"
"Secret Mission","","118"
"Seedot","","2"
"Seedot","","97"
"Seedot","","61"
"Seedot","","60"
"Seedot","","76"
"Seedot","","77"
"Seedot","","71"
"Seedot","","13"
"Seedot","","78"
"Seedot","","11"
"Seedot","","12"
"Seedot","","3"
"Seedot","","10"
"Seedot","","5"
"Seedot","","9"
"Seedot","","4"
"Seeker","","88"
"Seel","","41"
"Seel","","61"
"Seel","","92"
"Seel","","97"
"Seel","","94"
"Seel","","95"
"Seel","","78"
"Seel","","21"
"Seel","","81"
"Seel","","125"
"Seel","","44"
"Seel","","86"
"Seel","","33"
"Seel","","29"
"Seel","","15"
"Seel","","28"
"Seel δ","","62"
"Seer","","133"
"Seismitoad","","42"
"Seismitoad","","24"
"Seismitoad","","36"
"Seismitoad","","26"
"Seismitoad","","117"
"Seismitoad","","52"
"Seismitoad","","46"
"Seismitoad","","90"
"Seismitoad","","35"
"Seismitoad","","21"
"Seismitoad","","105"
"Seismitoad-EX","","20"
"Seismitoad-EX","","106"
"Sentret","","104"
"Sentret","","107"
"Sentret","","62"
"Sentret","","75"
"Sentret","","80"
"Sentret","","71"
"Sentret","","63"
"Sentret","","16"
"Sentret","","118"
"Sentret","","135"
"Sentret","","81"
"Serena","","164"
"Serena","","193"
"Serena","","207"
"Serperior","","5"
"Serperior","","6"
"Serperior","","8"
"Serperior","","RC3"
"Serperior","","125"
"Serperior","","13"
"Serperior","","BW20"
"Serperior","","7"
"Serperior ex","","3"
"Serperior ex","","156"
"Serperior ex","","164"
"Serperior V","","7"
"Serperior V","","170"
"Serperior V","","TG13"
"Serperior VSTAR","","8"
"Serperior VSTAR","","196"
"Serperior VSTAR","","210"
"Servine","","3"
"Servine","","4"
"Servine","","7"
"Servine","","RC2"
"Servine","","12"
"Servine","","1"
"Servine","","6"
"Servine","","2"
"Servine","","88"
"Seviper","","51"
"Seviper","","52"
"Seviper","","32"
"Seviper","","23"
"Seviper","","11"
"Seviper","","20"
"Seviper","","62"
"Seviper","","61"
"Seviper","","50"
"Seviper","","SV15"
"Seviper","","SM46"
"Seviper","","128"
"Seviper","","137"
"Seviper","","116"
"Seviper","","102"
"Sewaddle","","9"
"Sewaddle","","10"
"Sewaddle","","3"
"Sewaddle","","4"
"Sewaddle","","1"
"Sewaddle","","8"
"Sewaddle","","87"
"Sewaddle","","6"
"Sewaddle","","7"
"Sewaddle","","5"
"Shadow Circle","","126"
"Shadow Rider Calyrex V","","TG17"
"Shadow Rider Calyrex V","","74"
"Shadow Rider Calyrex V","","171"
"Shadow Rider Calyrex V","","172"
"Shadow Rider Calyrex V","","SWSH131"
"Shadow Rider Calyrex VMAX","","TG18"
"Shadow Rider Calyrex VMAX","","TG30"
"Shadow Rider Calyrex VMAX","","75"
"Shadow Rider Calyrex VMAX","","204"
"Shadow Rider Calyrex VMAX","","205"
"Shadow Triad","","102"
"Sharpedo","","33"
"Sharpedo","","37"
"Sharpedo","","22"
"Sharpedo","","38"
"Sharpedo","","30"
"Sharpedo","","49"
"Sharpedo","","82"
"Sharpedo","","111"
"Sharpedo","","28"
"Sharpedo","","47"
"Sharpedo","","43"
"Sharpedo","","12"
"Sharpedo","","36"
"Sharpedo","","163"
"Sharpedo ex","","104"
"Sharpedo Spirit Link","","XY201"
"Sharpedo δ","","53"
"Sharpedo-EX","","91"
"Sharpedo-EX","","152"
"Shauna","","72"
"Shauna","","240"
"Shauna","","263"
"Shauna","","278"
"Shauna","","127"
"Shauna","","111"
"Shauna","","111a"
"Shauna","","104"
"Shauntal","","174"
"Shauntal","","243"
"Shaymin","","10"
"Shaymin","","8"
"Shaymin","","14"
"Shaymin","","15"
"Shaymin","","38"
"Shaymin","","7"
"Shaymin","","111"
"Shaymin","","33"
"Shaymin","","185"
"Shaymin","","13"
"Shaymin","","87"
"Shaymin","","115"
"Shaymin","","123"
"Shaymin","","XY115"
"Shaymin","","XY188"
"Shaymin ◇","","10"
"Shaymin LV.X","","DP39"
"Shaymin LV.X","","126"
"Shaymin LV.X","","127"
"Shaymin V","","13"
"Shaymin V","","152"
"Shaymin VSTAR","","14"
"Shaymin VSTAR","","173"
"Shaymin-EX","","RC21"
"Shaymin-EX","","5"
"Shaymin-EX","","94"
"Shaymin-EX","","77"
"Shaymin-EX","","77a"
"Shaymin-EX","","106"
"Shaymin-EX","","XY148"
"Shedinja","","48"
"Shedinja","","40"
"Shedinja","","11"
"Shedinja","","14"
"Shedinja","","61"
"Shedinja","","144"
"Shedinja","","44"
"Shedinja","","95"
"Shedinja","","66"
"Shelgon","","63"
"Shelgon","","64"
"Shelgon","","50"
"Shelgon","","7"
"Shelgon","","39"
"Shelgon","","20"
"Shelgon","","41"
"Shelgon","","42"
"Shelgon","","45"
"Shelgon","","48"
"Shelgon","","105"
"Shelgon","","43"
"Shelgon","","113"
"Shelgon","","108"
"Shelgon","","56"
"Shelgon δ","","53"
"Shelgon δ","","54"
"Shelgon δ","","38"
"Shellder","","54"
"Shellder","","105"
"Shellder","","129"
"Shellder","","79"
"Shellder","","19"
"Shellder","","33"
"Shellder","","90"
"Shellder","","40"
"Shellder","","50"
"Shellder","","31"
"Shellder","","22"
"Shellder","","23"
"Shellder δ","","63"
"Shellos","","29"
"Shellos","","46"
"Shellos","","39"
"Shellos","","28"
"Shellos East Sea","","106"
"Shellos East Sea","","73"
"Shellos East Sea","","79"
"Shellos West Sea","","107"
"Shellos West Sea","","80"
"Shelmet","","7"
"Shelmet","","11"
"Shelmet","","10"
"Shelmet","","8"
"Shelmet","","93"
"Shelmet","","12"
"Shelmet","","9"
"Shelmet","","13"
"Shield Energy","","143"
"Shieldon","","63"
"Shieldon","","DP08"
"Shieldon","","62"
"Shieldon","","84"
"Shieldon","","109"
"Shieldon","","69"
"Shiftry","","72"
"Shiftry","","14"
"Shiftry","","12"
"Shiftry","","22"
"Shiftry","","25"
"Shiftry","","15"
"Shiftry","","13"
"Shiftry","","5"
"Shiftry","","163"
"Shiftry","","97"
"Shiftry","","11"
"Shiftry","","7"
"Shiftry","","73"
"Shiftry","","XY23"
"Shiftry ex","","97"
"Shiftry-GX","","14"
"Shiftry-GX","","152"
"Shiftry-GX","","169"
"Shiinotic","","17"
"Shiinotic","","98"
"Shiinotic","","93"
"Shiinotic","","148"
"Shiinotic","","SM10"
"Shiinotic","","9"
"Shiinotic","","194"
"Shiinotic","","80"
"Shining Arceus","","57"
"Shining Celebi","","106"
"Shining Celebi","","SM79"
"Shining Charizard","","107"
"Shining Genesect","","9"
"Shining Gyarados","","65"
"Shining Ho-Oh","","SM70"
"Shining Jirachi","","42"
"Shining Kabutops","","108"
"Shining Lugia","","SM82"
"Shining Magikarp","","66"
"Shining Mew","","40"
"Shining Mewtwo","","109"
"Shining Noctowl","","110"
"Shining Raichu","","111"
"Shining Rayquaza","","56"
"Shining Steelix","","112"
"Shining Tyranitar","","113"
"Shining Volcanion","","27"
"Shinx","","42"
"Shinx","","43"
"Shinx","","98"
"Shinx","","118"
"Shinx","","DP15"
"Shinx","","126"
"Shinx","","74"
"Shinx","","SH12"
"Shinx","","45"
"Shinx","","46"
"Shinx","","68"
"Shinx","","69"
"Shinx","","135"
"Shinx","","66"
"Shinx","","39"
"Shinx","","40"
"Shinx","","60"
"Shinx","","31"
"Shinx","","91"
"Shinx","","49"
"Shinx","","32"
"Shinx","","44"
"Shopping Center","","157"
"Shrine of Memories","","139"
"Shrine of Punishment","","143"
"Shrine of Punishment","","SV90"
"Shroodle","","91"
"Shroodle","","149"
"Shroodle","","144"
"Shroodle","","145"
"Shroodle","","189"
"Shroodle","","120"
"Shroodle","","99"
"Shroomish","","108"
"Shroomish","","69"
"Shroomish","","78"
"Shroomish","","72"
"Shroomish","","63"
"Shroomish","","RC2"
"Shroomish","","127"
"Shroomish","","5"
"Shroomish","","4"
"Shroomish","","3"
"Shroomish","","6"
"Shroomish","","15"
"Shuckle","","3"
"Shuckle","","109"
"Shuckle","","96"
"Shuckle","","47"
"Shuckle","","11"
"Shuckle","","HGSS15"
"Shuckle","","136"
"Shuckle","","72"
"Shuckle","","51"
"Shuckle","","16"
"Shuckle","","5"
"Shuckle","","85"
"Shuckle","","1"
"Shuckle-GX","","17"
"Shuckle-GX","","195"
"Shuckle-GX","","215"
"Shuppet","","110"
"Shuppet","","63"
"Shuppet","","40"
"Shuppet","","61"
"Shuppet","","43"
"Shuppet","","72"
"Shuppet","","75"
"Shuppet","","90"
"Shuppet","","92"
"Shuppet","","64"
"Shuppet","","SV16"
"Shuppet","","87"
"Shuppet","","59"
"Shuppet","","67"
"Shuppet","","62"
"Shuppet","","30"
"Sidney","","241"
"Sidney","","264"
"Sidney","","279"
"Sidney's Stadium","","82"
"Siebold","","153"
"Siebold","","198"
"Siebold","","221"
"Sightseer","","189"
"Sightseer","","189a"
"Sigilyph","","41"
"Sigilyph","","66"
"Sigilyph","","42"
"Sigilyph","","52"
"Sigilyph","","118"
"Sigilyph","","38"
"Sigilyph","","121"
"Sigilyph","","81"
"Sigilyph","","75"
"Sigilyph","","80"
"Sigilyph","","123"
"Sigilyph","","55"
"Sigilyph-GX","","98"
"Sigilyph-GX","","202"
"Sigilyph-GX","","222"
"Silcoon","","7"
"Silcoon","","63"
"Silcoon","","43"
"Silcoon","","46"
"Silcoon","","12"
"Silcoon","","25"
"Silcoon","","4"
"Silent Lab","","140"
"Silicobra","","119"
"Silicobra","","107"
"Silicobra","","108"
"Silicobra","","SV070"
"Silicobra","","81"
"Silvally","","184"
"Silvally","","SM64"
"Silvally-GX","","184"
"Silvally-GX","","227"
"Silvally-GX","","262"
"Silvally-GX","","90"
"Silvally-GX","","108"
"Silvally-GX","","119"
"Silvally-GX","","116"
"Silvally-GX","","SV79"
"Silvally-GX","","SM91"
"Silver Bangle","","88"
"Silver Mirror","","89"
"Simipour","","34"
"Simipour","","23"
"Simipour","","29"
"Simipour","","37"
"Simipour","","42"
"Simipour","","69"
"Simipour","","38"
"Simipour","","18"
"Simipour","","102"
"Simisage","","8"
"Simisage","","2"
"Simisage","","7"
"Simisage","","13"
"Simisage","","5"
"Simisage","","11"
"Simisage","","6"
"Simisage","","90"
"Simisear","","22"
"Simisear","","19"
"Simisear","","17"
"Simisear","","16"
"Simisear","","20"
"Simisear","","15"
"Simisear","","100"
"Simisear","","23"
"Simisear","","21"
"Simisear","","27"
"Simisear","","38"
"Simisear","","24"
"Simisear V","","22"
"Simisear V","","27"
"Simisear VSTAR","","23"
"Simisear VSTAR","","GG37"
"Single Strike Energy","","141"
"Single Strike Energy","","183"
"Single Strike Scroll of Piercing","","154"
"Single Strike Scroll of Scorn","","133"
"Single Strike Scroll of the Fanged Dragon","","158"
"Single Strike Style Mustard","","134"
"Single Strike Style Mustard","","163"
"Single Strike Style Mustard","","177"
"Single Strike Style Mustard","","TG28"
"Single Strike Urshifu","","108"
"Single Strike Urshifu V","","85"
"Single Strike Urshifu V","","150"
"Single Strike Urshifu V","","151"
"Single Strike Urshifu V","","TG18"
"Single Strike Urshifu V","","SWSH106"
"Single Strike Urshifu VMAX","","86"
"Single Strike Urshifu VMAX","","167"
"Single Strike Urshifu VMAX","","168"
"Single Strike Urshifu VMAX","","TG19"
"Single Strike Urshifu VMAX","","TG29"
"Sinistcha","","22"
"Sinistcha ex","","23"
"Sinistcha ex","","189"
"Sinistcha ex","","210"
"Sinistea","","97"
"Sinistea","","62"
"Sinistea","","89"
"Sinistea","","82"
"Sinistea","","SV052"
"Sitrus Berry","","91"
"Sitrus Berry","","182"
"Sizzlipede","","29"
"Sizzlipede","","36"
"Sizzlipede","","27"
"Sizzlipede","","37"
"Sizzlipede","","38"
"Sizzlipede","","9"
"Sizzlipede","","SV018"
"Sizzlipede","","46"
"Sizzlipede","","47"
"Skarmory","","95"
"Skarmory","","96"
"Skarmory","","87"
"Skarmory","","31"
"Skarmory","","53"
"Skarmory","","51"
"Skarmory","","27"
"Skarmory","","63"
"Skarmory","","97"
"Skarmory","","55"
"Skarmory","","21"
"Skarmory","","26"
"Skarmory","","13"
"Skarmory","","23"
"Skarmory","","88"
"Skarmory","","98"
"Skarmory","","141"
"Skarmory","","142"
"Skarmory","","119"
"Skarmory","","124"
"Skarmory","","209"
"Skarmory","","120"
"Skarmory","","182"
"Skarmory","","59"
"Skarmory","","69"
"Skarmory ex","","98"
"Skarmory FB","","83"
"Skarmory-EX","","80"
"Skarmory-EX","","145"
"Skaters' Park","","242"
"Skeledirge","","38"
"Skeledirge","","31"
"Skeledirge ex","","37"
"Skeledirge ex","","233"
"Skeledirge ex","","258"
"Skeledirge ex","","272"
"Skeledirge ex","","137"
"Skeledirge ex","","34"
"Skeledirge ex","","81"
"Skiddo","","10"
"Skiddo","","9"
"Skiddo","","35"
"Skiddo","","11"
"Skiddo","","17"
"Skiddo","","18"
"Skiddo","","16"
"Skiddo","","XY11"
"Skiploom","","2"
"Skiploom","","65"
"Skiploom","","60"
"Skiploom","","49"
"Skiploom","","51"
"Skiploom","","52"
"Skiploom","","13"
"Skiploom","","97"
"Skiploom","","3"
"Skiploom","","4"
"Skitty","","113"
"Skitty","","109"
"Skitty","","119"
"Skitty","","44"
"Skitty","","70"
"Skitty","","71"
"Skitty","","64"
"Skitty","","41"
"Skitty","","62"
"Skitty","","79"
"Skitty","","12"
"Skitty","","165"
"Skitty","","93"
"Skitty","","120"
"Skitty","","130"
"Skitty","","141"
"Skitty","","210"
"Skitty","","6"
"Skitty","","28"
"Skitty","","104"
"Skorupi","","99"
"Skorupi","","73"
"Skorupi","","76"
"Skorupi","","128"
"Skorupi","","82"
"Skorupi","","54"
"Skorupi","","121"
"Skorupi","","38"
"Skorupi","","53"
"Skrelp","","91"
"Skrelp","","52"
"Skrelp","","81"
"Skrelp","","44"
"Skrelp","","63"
"Skull Fossil","","117"
"Skull Fossil","","120"
"Skuntank","","77"
"Skuntank","","15"
"Skuntank","","26"
"Skuntank","","37"
"Skuntank","","13"
"Skuntank","","76"
"Skuntank","","115"
"Skuntank","","55"
"Skuntank G","","94"
"Skuntank V","","108"
"Skuntank V","","180"
"Skuntank V","","181"
"Skwovet","","151"
"Skwovet","","222"
"Skwovet","","178"
"Skwovet","","205"
"Skwovet","","131"
"Skwovet","","150"
"Skwovet","","152"
"Skwovet","","SV099"
"Skwovet","","127"
"Sky Field","","89"
"Sky Pillar","","144"
"Sky Seal Stone","","143"
"Skyarrow Bridge","","91"
"Skyla","","134"
"Skyla","","149"
"Skyla","","166"
"Skyla","","72"
"Skyla","","148"
"Skyla","","122"
"Slaking","","103"
"Slaking","","18"
"Slaking","","34"
"Slaking","","12"
"Slaking","","13"
"Slaking","","15"
"Slaking","","16"
"Slaking","","170"
"Slaking","","115"
"Slaking","","162"
"Slaking","","131"
"Slaking","","83"
"Slaking ex","","147"
"Slaking ex","","227"
"Slaking V","","58"
"Slaking V","","77"
"Slakoth","","101"
"Slakoth","","99"
"Slakoth","","45"
"Slakoth","","63"
"Slakoth","","80"
"Slakoth","","73"
